,ano_eleicao,nr_turno,nr_candidato,nm_urna_candidato,uf,votos,perc_votos
0,2018,1,12,CIRO GOMES,AC,21809,5.170729625537605
1,2018,1,12,CIRO GOMES,AL,155457,10.122572352459326
2,2018,1,12,CIRO GOMES,AM,138997,7.49879558111795
3,2018,1,12,CIRO GOMES,AP,50553,12.337312114253082
4,2018,1,12,CIRO GOMES,BA,693273,9.40854673480314
5,2018,1,12,CIRO GOMES,CE,1998597,40.95355577845376
6,2018,1,12,CIRO GOMES,DF,266272,16.595149817670986
7,2018,1,12,CIRO GOMES,ES,195553,9.543136952528563
8,2018,1,12,CIRO GOMES,GO,280864,8.602822418232847
9,2018,1,12,CIRO GOMES,MA,282472,8.389558849604702
10,2018,1,12,CIRO GOMES,MG,1278819,11.638626560538434
11,2018,1,12,CIRO GOMES,MS,112296,8.0386844149197
12,2018,1,12,CIRO GOMES,MT,91344,5.589742836581533
13,2018,1,12,CIRO GOMES,PA,415593,10.031850939053548
14,2018,1,12,CIRO GOMES,PB,362775,16.75214172512773
15,2018,1,12,CIRO GOMES,PE,640860,13.562554600678572
16,2018,1,12,CIRO GOMES,PI,211240,11.424906013868465
17,2018,1,12,CIRO GOMES,PR,510541,8.30730289150655
18,2018,1,12,CIRO GOMES,RJ,1300292,15.219854687710141
19,2018,1,12,CIRO GOMES,RN,399766,22.30522141684238
20,2018,1,12,CIRO GOMES,RO,52118,6.025891980700681
21,2018,1,12,CIRO GOMES,RR,14838,5.3607815367718255
22,2018,1,12,CIRO GOMES,RS,724429,11.368164387998561
23,2018,1,12,CIRO GOMES,SC,264312,6.681660748327197
24,2018,1,12,CIRO GOMES,SE,148526,13.024255072870448
25,2018,1,12,CIRO GOMES,SP,2650440,11.34957000192568
26,2018,1,12,CIRO GOMES,TO,54262,7.17030498440721
27,2018,1,12,CIRO GOMES,ZZ,27991,14.513712090179872
28,2018,1,13,FERNANDO HADDAD,AC,78170,18.533446505033453
29,2018,1,13,FERNANDO HADDAD,AL,687247,44.75004330143136
30,2018,1,13,FERNANDO HADDAD,AM,746998,40.300044616099235
31,2018,1,13,FERNANDO HADDAD,AP,134287,32.772350441847244
32,2018,1,13,FERNANDO HADDAD,BA,4441955,60.28266095952457
33,2018,1,13,FERNANDO HADDAD,CE,1616492,33.123783978172824
34,2018,1,13,FERNANDO HADDAD,DF,190508,11.87323038646521
35,2018,1,13,FERNANDO HADDAD,ES,495868,24.198740159324753
36,2018,1,13,FERNANDO HADDAD,GO,713535,21.855470598559357
37,2018,1,13,FERNANDO HADDAD,MA,2062638,61.26137417666509
38,2018,1,13,FERNANDO HADDAD,MG,3037957,27.648671962157007
39,2018,1,13,FERNANDO HADDAD,MS,333407,23.866866626817806
40,2018,1,13,FERNANDO HADDAD,MT,404604,24.75950594075401
41,2018,1,13,FERNANDO HADDAD,PA,1714822,41.39347556626238
42,2018,1,13,FERNANDO HADDAD,PB,984398,45.457307724987345
43,2018,1,13,FERNANDO HADDAD,PE,2309104,48.86769197429282
44,2018,1,13,FERNANDO HADDAD,PI,1172147,63.395518412411846
45,2018,1,13,FERNANDO HADDAD,PR,1210974,19.7044464827296
46,2018,1,13,FERNANDO HADDAD,RJ,1255425,14.694688632490626
47,2018,1,13,FERNANDO HADDAD,RN,738165,41.186428478568594
48,2018,1,13,FERNANDO HADDAD,RO,176107,20.361521145194654
49,2018,1,13,FERNANDO HADDAD,RR,49406,17.849762272930906
50,2018,1,13,FERNANDO HADDAD,RS,1453291,22.8058940097633
51,2018,1,13,FERNANDO HADDAD,SC,598578,15.13171981375116
52,2018,1,13,FERNANDO HADDAD,SE,571234,50.09154843122467
53,2018,1,13,FERNANDO HADDAD,SP,3833982,16.417669177616933
54,2018,1,13,FERNANDO HADDAD,TO,311212,41.12426661028595
55,2018,1,13,FERNANDO HADDAD,ZZ,19485,10.10323604291218
56,2018,1,15,HENRIQUE MEIRELLES,AC,6458,1.5311372333312785
57,2018,1,15,HENRIQUE MEIRELLES,AL,43895,2.8582200442000176
58,2018,1,15,HENRIQUE MEIRELLES,AM,23420,1.263493402805689
59,2018,1,15,HENRIQUE MEIRELLES,AP,5611,1.3693481746498535
60,2018,1,15,HENRIQUE MEIRELLES,BA,33109,0.4493288702179331
61,2018,1,15,HENRIQUE MEIRELLES,CE,27902,0.5717441351760343
62,2018,1,15,HENRIQUE MEIRELLES,DF,26939,1.6789476209974716
63,2018,1,15,HENRIQUE MEIRELLES,ES,22232,1.0849387159931836
64,2018,1,15,HENRIQUE MEIRELLES,GO,90778,2.780516596937811
65,2018,1,15,HENRIQUE MEIRELLES,MA,52214,1.5507817616374715
66,2018,1,15,HENRIQUE MEIRELLES,MG,111999,1.0193112052243078
67,2018,1,15,HENRIQUE MEIRELLES,MS,18154,1.2995500896599363
68,2018,1,15,HENRIQUE MEIRELLES,MT,16735,1.0240885703515497
69,2018,1,15,HENRIQUE MEIRELLES,PA,100724,2.431340648146695
70,2018,1,15,HENRIQUE MEIRELLES,PB,21900,1.0112932362491827
71,2018,1,15,HENRIQUE MEIRELLES,PE,32088,0.6790800674508848
72,2018,1,15,HENRIQUE MEIRELLES,PI,16761,0.9065179402501862
73,2018,1,15,HENRIQUE MEIRELLES,PR,73795,1.2007604029426155
74,2018,1,15,HENRIQUE MEIRELLES,RJ,77333,0.9051790079187507
75,2018,1,15,HENRIQUE MEIRELLES,RN,11480,0.6405345673852967
76,2018,1,15,HENRIQUE MEIRELLES,RO,12829,1.4832911512415872
77,2018,1,15,HENRIQUE MEIRELLES,RR,3426,1.2377704235732763
78,2018,1,15,HENRIQUE MEIRELLES,RS,124713,1.9570694786106915
79,2018,1,15,HENRIQUE MEIRELLES,SC,51670,1.3061889390798231
80,2018,1,15,HENRIQUE MEIRELLES,SE,8784,0.7702695592697171
81,2018,1,15,HENRIQUE MEIRELLES,SP,267725,1.1464374325642357
82,2018,1,15,HENRIQUE MEIRELLES,TO,5324,0.7035255563190443
83,2018,1,15,HENRIQUE MEIRELLES,ZZ,947,0.49103230857776925
84,2018,1,16,VERA,AC,80,0.018967324042505774
85,2018,1,16,VERA,AL,744,0.04844551117176929
86,2018,1,16,VERA,AM,835,0.045047693908742546
87,2018,1,16,VERA,AP,560,0.13666636567526608
88,2018,1,16,VERA,BA,2240,0.03039948863717328
89,2018,1,16,VERA,CE,1563,0.032027671252245066
90,2018,1,16,VERA,DF,908,0.0565902386824197
91,2018,1,16,VERA,ES,711,0.03469734738535235
92,2018,1,16,VERA,GO,1011,0.030966779170108698
93,2018,1,16,VERA,MA,2842,0.0844088130879399
94,2018,1,16,VERA,MG,6160,0.05606261684641591
95,2018,1,16,VERA,MS,623,0.04459731771830673
96,2018,1,16,VERA,MT,610,0.03732859443767226
97,2018,1,16,VERA,PA,2391,0.057715494715447645
98,2018,1,16,VERA,PB,819,0.037819596369318746
99,2018,1,16,VERA,PE,2021,0.042770531548187427
100,2018,1,16,VERA,PI,850,0.045972212231529044
101,2018,1,16,VERA,PR,2246,0.036545943017943144
102,2018,1,16,VERA,RJ,6005,0.07028823325814462
103,2018,1,16,VERA,RN,1034,0.05769274761989518
104,2018,1,16,VERA,RO,464,0.05364775852958894
105,2018,1,16,VERA,RR,146,0.05274795150078761
106,2018,1,16,VERA,RS,3086,0.048427320415615004
107,2018,1,16,VERA,SC,1686,0.042621144789792564
108,2018,1,16,VERA,SE,3093,0.2712253810133464
109,2018,1,16,VERA,SP,12434,0.05324419847419444
110,2018,1,16,VERA,TO,251,0.033167714995507164
111,2018,1,16,VERA,ZZ,349,0.18096122037343346
112,2018,1,17,JAIR BOLSONARO,AC,262508,62.238428746876316
113,2018,1,17,JAIR BOLSONARO,AL,528355,34.40380114940882
114,2018,1,17,JAIR BOLSONARO,AM,805902,43.4778761873574
115,2018,1,17,JAIR BOLSONARO,AP,166935,40.73999956071525
116,2018,1,17,JAIR BOLSONARO,BA,1725140,23.41222045872014
117,2018,1,17,JAIR BOLSONARO,CE,1061075,21.742649567483
118,2018,1,17,JAIR BOLSONARO,DF,936494,58.36610020336338
119,2018,1,17,JAIR BOLSONARO,ES,1122131,54.760856707275416
120,2018,1,17,JAIR BOLSONARO,GO,1868686,57.237573392951276
121,2018,1,17,JAIR BOLSONARO,MA,817531,24.28107718951323
122,2018,1,17,JAIR BOLSONARO,MG,5308047,48.308929409702515
123,2018,1,17,JAIR BOLSONARO,MS,769116,55.05699938079166
124,2018,1,17,JAIR BOLSONARO,MT,981119,60.03900532146651
125,2018,1,17,JAIR BOLSONARO,PA,1499294,36.190922180636704
126,2018,1,17,JAIR BOLSONARO,PB,677718,31.29550819563121
127,2018,1,17,JAIR BOLSONARO,PE,1444685,30.573946249229667
128,2018,1,17,JAIR BOLSONARO,PI,346944,18.764450824065428
129,2018,1,17,JAIR BOLSONARO,PR,3496448,56.89269339857581
130,2018,1,17,JAIR BOLSONARO,RJ,5107735,59.78579002511063
131,2018,1,17,JAIR BOLSONARO,RN,541448,30.210466937424574
132,2018,1,17,JAIR BOLSONARO,RO,538311,62.23960892633955
133,2018,1,17,JAIR BOLSONARO,RR,174306,62.97455091983757
134,2018,1,17,JAIR BOLSONARO,RS,3353623,52.62701736039405
135,2018,1,17,JAIR BOLSONARO,SC,2603665,65.81920696863301
136,2018,1,17,JAIR BOLSONARO,SE,310310,27.211105070239743
137,2018,1,17,JAIR BOLSONARO,SP,12378012,53.004449705964326
138,2018,1,17,JAIR BOLSONARO,TO,337782,44.63528727734024
139,2018,1,17,JAIR BOLSONARO,ZZ,113382,58.79010053977258
140,2018,1,18,MARINA SILVA,AC,10557,2.502975498959168
141,2018,1,18,MARINA SILVA,AL,15843,1.0316159052343292
142,2018,1,18,MARINA SILVA,AM,29196,1.575104756119338
143,2018,1,18,MARINA SILVA,AP,9008,2.19837611071928
144,2018,1,18,MARINA SILVA,BA,61481,0.8343709646884153
145,2018,1,18,MARINA SILVA,CE,18071,0.37029561561056973
146,2018,1,18,MARINA SILVA,DF,32115,2.0015369111078285
147,2018,1,18,MARINA SILVA,ES,26529,1.294635624171607
148,2018,1,18,MARINA SILVA,GO,28783,0.8816189958983567
149,2018,1,18,MARINA SILVA,MA,23635,0.7019712517007247
150,2018,1,18,MARINA SILVA,MG,97410,0.8865356342547686
151,2018,1,18,MARINA SILVA,MS,12279,0.8789895092505431
152,2018,1,18,MARINA SILVA,MT,12487,0.7641346864642845
153,2018,1,18,MARINA SILVA,PA,53682,1.2958106178647681
154,2018,1,18,MARINA SILVA,PB,12508,0.5775915889956519
155,2018,1,18,MARINA SILVA,PE,46524,0.9845899108104265
156,2018,1,18,MARINA SILVA,PI,13313,0.7200330134568778
157,2018,1,18,MARINA SILVA,PR,47335,0.7702146984658677
158,2018,1,18,MARINA SILVA,RJ,130794,1.5309374156146158
159,2018,1,18,MARINA SILVA,RN,10690,0.5964559691070401
160,2018,1,18,MARINA SILVA,RO,7351,0.8499238641185523
161,2018,1,18,MARINA SILVA,RR,4098,1.4805555154125178
162,2018,1,18,MARINA SILVA,RS,50007,0.7847391484198508
163,2018,1,18,MARINA SILVA,SC,25813,0.652538321743129
164,2018,1,18,MARINA SILVA,SE,15829,1.388046089899858
165,2018,1,18,MARINA SILVA,SP,262050,1.1221362562459911
166,2018,1,18,MARINA SILVA,TO,7229,0.9552566203287699
167,2018,1,18,MARINA SILVA,ZZ,4953,2.568197491431564
168,2018,1,19,ALVARO DIAS,AC,1531,0.3629871638634542
169,2018,1,19,ALVARO DIAS,AL,5128,0.3339093834527324
170,2018,1,19,ALVARO DIAS,AM,8589,0.46337082991879003
171,2018,1,19,ALVARO DIAS,AP,1435,0.3502075620428693
172,2018,1,19,ALVARO DIAS,BA,20838,0.2827966715274182
173,2018,1,19,ALVARO DIAS,CE,8142,0.1668389631067046
174,2018,1,19,ALVARO DIAS,DF,11138,0.6941652846308266
175,2018,1,19,ALVARO DIAS,ES,11352,0.553986339688495
176,2018,1,19,ALVARO DIAS,GO,15628,0.47868330847720936
177,2018,1,19,ALVARO DIAS,MA,6320,0.187707142405271
178,2018,1,19,ALVARO DIAS,MG,46716,0.4251657806164231
179,2018,1,19,ALVARO DIAS,MS,12527,0.8967425346022928
180,2018,1,19,ALVARO DIAS,MT,13086,0.8007901423137365
181,2018,1,19,ALVARO DIAS,PA,12407,0.29948814008137137
182,2018,1,19,ALVARO DIAS,PB,6078,0.2806685063891567
183,2018,1,19,ALVARO DIAS,PE,9853,0.20851956820598255
184,2018,1,19,ALVARO DIAS,PI,5218,0.2822152981460218
185,2018,1,19,ALVARO DIAS,PR,322416,5.246214053460889
186,2018,1,19,ALVARO DIAS,RJ,41544,0.4862705016613423
187,2018,1,19,ALVARO DIAS,RN,5148,0.2872362328309675
188,2018,1,19,ALVARO DIAS,RO,8738,1.010289038861095
189,2018,1,19,ALVARO DIAS,RR,1472,0.5318149630764339
190,2018,1,19,ALVARO DIAS,RS,44890,0.7044401858253265
191,2018,1,19,ALVARO DIAS,SC,51771,1.3087421630559612
192,2018,1,19,ALVARO DIAS,SE,4483,0.39311457584313997
193,2018,1,19,ALVARO DIAS,SP,177949,0.7620035285736229
194,2018,1,19,ALVARO DIAS,TO,2471,0.32652360061314023
195,2018,1,19,ALVARO DIAS,ZZ,2728,1.4145048973602476
196,2018,1,27,EYMAEL,AC,241,0.057139063678048635
197,2018,1,27,EYMAEL,AL,410,0.026697123091969636
198,2018,1,27,EYMAEL,AM,1091,0.058858723418488766
199,2018,1,27,EYMAEL,AP,247,0.06027962914605486
200,2018,1,27,EYMAEL,BA,2087,0.02832309499365207
201,2018,1,27,EYMAEL,CE,1261,0.02583934321758223
202,2018,1,27,EYMAEL,DF,822,0.05123037026095703
203,2018,1,27,EYMAEL,ES,792,0.03865020974570895
204,2018,1,27,EYMAEL,GO,1291,0.03954313739724068
205,2018,1,27,EYMAEL,MA,776,0.02304758583963454
206,2018,1,27,EYMAEL,MG,3643,0.03315521317719045
207,2018,1,27,EYMAEL,MS,325,0.02326505338434942
208,2018,1,27,EYMAEL,MT,598,0.036594261432341
209,2018,1,27,EYMAEL,PA,1413,0.03410790214677019
210,2018,1,27,EYMAEL,PB,526,0.024289508779318267
211,2018,1,27,EYMAEL,PE,1046,0.022136554180803587
212,2018,1,27,EYMAEL,PI,551,0.029800810517144123
213,2018,1,27,EYMAEL,PR,1582,0.025741621484588625
214,2018,1,27,EYMAEL,RJ,4636,0.054264154768486006
215,2018,1,27,EYMAEL,RN,486,0.0271167072952312
216,2018,1,27,EYMAEL,RO,272,0.031448686034586615
217,2018,1,27,EYMAEL,RR,116,0.041909331329392896
218,2018,1,27,EYMAEL,RS,1525,0.023931193659693088
219,2018,1,27,EYMAEL,SC,859,0.02171504351982907
220,2018,1,27,EYMAEL,SE,231,0.02025640575948368
221,2018,1,27,EYMAEL,SP,14462,0.06192838976466142
222,2018,1,27,EYMAEL,TO,242,0.031978434378138375
223,2018,1,27,EYMAEL,ZZ,178,0.09229540752570531
224,2018,1,30,JOÃO AMOÊDO,AC,1990,0.4718121855573311
225,2018,1,30,JOÃO AMOÊDO,AL,11697,0.7616493873335825
226,2018,1,30,JOÃO AMOÊDO,AM,26888,1.4505896931955322
227,2018,1,30,JOÃO AMOÊDO,AP,7490,1.8279126409066835
228,2018,1,30,JOÃO AMOÊDO,BA,43800,0.5944185724590133
229,2018,1,30,JOÃO AMOÊDO,CE,23198,0.4753537541328093
230,2018,1,30,JOÃO AMOÊDO,DF,44879,2.7970411033351468
231,2018,1,30,JOÃO AMOÊDO,ES,44306,2.1621669103451775
232,2018,1,30,JOÃO AMOÊDO,GO,70023,2.144794043351653
233,2018,1,30,JOÃO AMOÊDO,MA,17233,0.5118286685237398
234,2018,1,30,JOÃO AMOÊDO,MG,426334,3.8800973523701106
235,2018,1,30,JOÃO AMOÊDO,MS,26491,1.8963523975532321
236,2018,1,30,JOÃO AMOÊDO,MT,25971,1.5892802067881744
237,2018,1,30,JOÃO AMOÊDO,PA,28314,0.6834615296416497
238,2018,1,30,JOÃO AMOÊDO,PB,16859,0.7785110808184917
239,2018,1,30,JOÃO AMOÊDO,PE,46153,0.9767384178839655
240,2018,1,30,JOÃO AMOÊDO,PI,15308,0.8279324998120547
241,2018,1,30,JOÃO AMOÊDO,PR,190686,3.102760325164518
242,2018,1,30,JOÃO AMOÊDO,RJ,139208,1.6294228768359362
243,2018,1,30,JOÃO AMOÊDO,RN,15570,0.8687389559398142
244,2018,1,30,JOÃO AMOÊDO,RO,16329,1.8879617435984004
245,2018,1,30,JOÃO AMOÊDO,RR,4309,1.5567871439513274
246,2018,1,30,JOÃO AMOÊDO,RS,186087,2.9201862521647923
247,2018,1,30,JOÃO AMOÊDO,SC,158562,4.008359406974549
248,2018,1,30,JOÃO AMOÊDO,SE,9192,0.8060471071046493
249,2018,1,30,JOÃO AMOÊDO,SP,1062118,4.548143927538559
250,2018,1,30,JOÃO AMOÊDO,TO,7113,0.9399281145937947
251,2018,1,30,JOÃO AMOÊDO,ZZ,13604,7.053857999885928
252,2018,1,45,GERALDO ALCKMIN,AC,33115,7.851286695844734
253,2018,1,45,GERALDO ALCKMIN,AL,58580,3.8144328554331253
254,2018,1,45,GERALDO ALCKMIN,AM,29190,1.5747810601152035
255,2018,1,45,GERALDO ALCKMIN,AP,19241,4.695709896353204
256,2018,1,45,GERALDO ALCKMIN,BA,172900,2.346460529181813
257,2018,1,45,GERALDO ALCKMIN,CE,53157,1.089248189862822
258,2018,1,45,GERALDO ALCKMIN,DF,53640,3.343062117758802
259,2018,1,45,GERALDO ALCKMIN,ES,79049,3.8576520583188723
260,2018,1,45,GERALDO ALCKMIN,GO,146440,4.485435352790027
261,2018,1,45,GERALDO ALCKMIN,MA,50654,1.5044489859804742
262,2018,1,45,GERALDO ALCKMIN,MG,506590,4.610513160426272
263,2018,1,45,GERALDO ALCKMIN,MS,90897,6.50684171531449
264,2018,1,45,GERALDO ALCKMIN,MT,67498,4.130500766154102
265,2018,1,45,GERALDO ALCKMIN,PA,229122,5.530694094601754
266,2018,1,45,GERALDO ALCKMIN,PB,51334,2.3704898168774218
267,2018,1,45,GERALDO ALCKMIN,PE,77987,1.6504430696924755
268,2018,1,45,GERALDO ALCKMIN,PI,47974,2.594671658347499
269,2018,1,45,GERALDO ALCKMIN,PR,220744,3.591851133371702
270,2018,1,45,GERALDO ALCKMIN,RJ,208325,2.4384340039139016
271,2018,1,45,GERALDO ALCKMIN,RN,40405,2.254425017003738
272,2018,1,45,GERALDO ALCKMIN,RO,37048,4.283496030181489
273,2018,1,45,GERALDO ALCKMIN,RR,19231,6.947916817203057
274,2018,1,45,GERALDO ALCKMIN,RS,350800,5.5049591710297285
275,2018,1,45,GERALDO ALCKMIN,SC,154068,3.894753579759051
276,2018,1,45,GERALDO ALCKMIN,SE,45978,4.031813956751258
277,2018,1,45,GERALDO ALCKMIN,SP,2224049,9.523701654522574
278,2018,1,45,GERALDO ALCKMIN,TO,21666,2.862994872879116
279,2018,1,45,GERALDO ALCKMIN,ZZ,6648,3.4470779170274657
280,2018,1,50,GUILHERME BOULOS,AC,1642,0.389304325972431
281,2018,1,50,GUILHERME BOULOS,AL,8863,0.5771136633271388
282,2018,1,50,GUILHERME BOULOS,AM,11090,0.5982981143089279
283,2018,1,50,GUILHERME BOULOS,AP,5432,1.325663747050081
284,2018,1,50,GUILHERME BOULOS,BA,31499,0.4274792377599648
285,2018,1,50,GUILHERME BOULOS,CE,15103,0.3094778751904397
286,2018,1,50,GUILHERME BOULOS,DF,13177,0.8212440254606215
287,2018,1,50,GUILHERME BOULOS,ES,8358,0.4078768346649437
288,2018,1,50,GUILHERME BOULOS,GO,13806,0.4228757202992291
289,2018,1,50,GUILHERME BOULOS,MA,16016,0.4756831634118387
290,2018,1,50,GUILHERME BOULOS,MG,50587,0.460396038702864
291,2018,1,50,GUILHERME BOULOS,MS,6174,0.44196442952299486
292,2018,1,50,GUILHERME BOULOS,MT,6858,0.4196713125468137
293,2018,1,50,GUILHERME BOULOS,PA,32417,0.7825023806736371
294,2018,1,50,GUILHERME BOULOS,PB,6901,0.3186728138518543
295,2018,1,50,GUILHERME BOULOS,PE,20688,0.43782125515531994
296,2018,1,50,GUILHERME BOULOS,PI,6145,0.3323520519561717
297,2018,1,50,GUILHERME BOULOS,PR,27091,0.4408130642471495
298,2018,1,50,GUILHERME BOULOS,RJ,57846,0.6770846196587234
299,2018,1,50,GUILHERME BOULOS,RN,6975,0.3891749658111885
300,2018,1,50,GUILHERME BOULOS,RO,5368,0.6206490685061065
301,2018,1,50,GUILHERME BOULOS,RR,2443,0.8826249692905762
302,2018,1,50,GUILHERME BOULOS,RS,41736,0.6549457695612793
303,2018,1,50,GUILHERME BOULOS,SC,21484,0.5431036030035015
304,2018,1,50,GUILHERME BOULOS,SE,7934,0.6957330012802749
305,2018,1,50,GUILHERME BOULOS,SP,187451,0.8026924761288582
306,2018,1,50,GUILHERME BOULOS,TO,2764,0.36524129182303505
307,2018,1,50,GUILHERME BOULOS,ZZ,1271,0.6590306908155699
308,2018,1,51,CABO DACIOLO,AC,3564,0.8449942860936323
309,2018,1,51,CABO DACIOLO,AL,19106,1.244085936085785
310,2018,1,51,CABO DACIOLO,AM,31107,1.6782019334362328
311,2018,1,51,CABO DACIOLO,AP,8882,2.167626178442345
312,2018,1,51,CABO DACIOLO,BA,138234,1.8760013001209872
313,2018,1,51,CABO DACIOLO,CE,54786,1.1226282771756226
314,2018,1,51,CABO DACIOLO,DF,26925,1.6780750842776984
315,2018,1,51,CABO DACIOLO,ES,41734,2.0366513302113853
316,2018,1,51,CABO DACIOLO,GO,33349,1.0214748947022303
317,2018,1,51,CABO DACIOLO,MA,34204,1.0158758067768812
318,2018,1,51,CABO DACIOLO,MG,110054,1.0016096159765353
319,2018,1,51,CABO DACIOLO,MS,14337,1.026310985758208
320,2018,1,51,CABO DACIOLO,MT,12907,0.7898363416508785
321,2018,1,51,CABO DACIOLO,PA,51547,1.2442746156826348
322,2018,1,51,CABO DACIOLO,PB,23280,1.0750185634648846
323,2018,1,51,CABO DACIOLO,PE,93330,1.9751478027671114
324,2018,1,51,CABO DACIOLO,PI,12212,0.6604854773781561
325,2018,1,51,CABO DACIOLO,PR,39955,0.6501305223873189
326,2018,1,51,CABO DACIOLO,RJ,211444,2.474941747383036
327,2018,1,51,CABO DACIOLO,RN,20575,1.1479964045254771
328,2018,1,51,CABO DACIOLO,RO,9816,1.1349275813069934
329,2018,1,51,CABO DACIOLO,RR,2928,1.057849328728124
330,2018,1,51,CABO DACIOLO,RS,35458,0.5564277146133755
331,2018,1,51,CABO DACIOLO,SC,22392,0.5660573393434373
332,2018,1,51,CABO DACIOLO,SE,14069,1.2337115698276013
333,2018,1,51,CABO DACIOLO,SP,274672,1.1761854980942525
334,2018,1,51,CABO DACIOLO,TO,6284,0.8303821555050479
335,2018,1,51,CABO DACIOLO,ZZ,1171,0.6071793382730389
336,2018,1,54,JOÃO GOULART FILHO,AC,113,0.026791345210039407
